1388534400000,1980.61
1388620800000,2284.08
1388707200000,1986.85
1388793600000,2205.57
1388880000000,2241.74
1388966400000,2124.56
1389052800000,2121.91
1389139200000,2205.85
1389225600000,1980.69
1389312000000,1890.53
1389398400000,1966.92
1389484800000,1902.95
1389571200000,1790.79
1389657600000,1847.24
1389744000000,1870.36
1389830400000,1925.25
1389916800000,1956.79
1390003200000,1951.96
1390089600000,1980.59
1390176000000,1797.78
1390262400000,1818.13
1390348800000,1760.21
1390435200000,1869.28
1390521600000,1829.38
1390608000000,1828.88
1390694400000,1790.12
1390780800000,1811.98
1390867200000,1972.43
1390953600000,1998.65
1391040000000,1844.09
1391126400000,1800.18
1391212800000,1838.23
1391299200000,1946.15
1391385600000,1953.11
1391472000000,1968.1
1391558400000,1982.27
1391644800000,1950.14
1391731200000,1962.34
1391817600000,1964.77
1391904000000,2011.01
1391990400000,2176.07
1392076800000,2137.25
1392163200000,2087.3
1392249600000,1980.61
1392336000000,2007.53
1392422400000,2184.07
1392508800000,2169.65
1392595200000,2247.24
1392681600000,2042
1392768000000,1884.79
1392854400000,1915.06
1392940800000,1772.96
1393027200000,1880.97
1393113600000,1840.54
1393200000000,1843.58
1393286400000,1699.45
1393372800000,1772.79
1393459200000,1813.6
1393545600000,1888.2
1393632000000,1790.24
1393718400000,1813.53
1393804800000,1885.09
1393891200000,1817.48
1393977600000,1871.69
1394064000000,2038.83
1394150400000,2087.9
1394236800000,1960.55
1394323200000,1848.28
1394409600000,1909.25
1394496000000,1971.91
1394582400000,1939.53
1394668800000,1628.81
1394755200000,1549.93
1394841600000,1604.45
1394928000000,1580.73
1395014400000,1606.84
1395100800000,1622.52
1395187200000,1653.39
1395273600000,1711.59
1395360000000,1740.69
1395446400000,1730.46
1395532800000,1626.04
1395619200000,1601.66
1395705600000,1593.37
1395792000000,1616.72
1395878400000,1770.88
1395964800000,1701.93
1396051200000,1507.98
1396137600000,1461.25
1396224000000,1618.26
1396310400000,1574.06
1396396800000,1564.22
1396483200000,1567.7
1396569600000,1510.64
1396656000000,1437.83
1396742400000,1331.05
1396828800000,1414.78
1396915200000,1430.16
1397001600000,1383.62
